Title 1,Title 2,Similarity Score
conditional cash transfers and child labor,recent online resources for the analysis of terrorism and related subjects,38.0
conditional cash transfers and child labor,dod's request for new base-closure authority facing uphill battle,33.0
conditional cash transfers and child labor,economics of production of kesar mango in latur district of maharastra.,39.0
conditional cash transfers and child labor,analysis of differences in the systems of anti-monopoly and regulatory policies of states,55.0
conditional cash transfers and child labor,an interrupted time-series analysis to assess impact of introduction of co-payment on emergency room visits in cyprus,87.0
conditional cash transfers and child labor,ten year plan and solution of india's middle class unemployment,35.0
conditional cash transfers and child labor,las barreras no arancelarias al momento de la importación y su consecuencia en el comercio internacional,71.0
conditional cash transfers and child labor,economic performance and international trade engagement: the case of portuguese manufacturing firms,67.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,neither a zinc supplement nor phytate-reduced maize nor their combination enhance growth of 6- to 12-month-old guatemalan infants,51.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,the effects of social norms on motivation crowding: experimental evidence from the tibetan plateau,50.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,evaluating the environmental impact of payments for ecosystem services in coatepec (mexico) using remote sensing and on-site interviews,55.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,saving lives with pre-arranged disaster aid: evidence from mexico,67.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,conditional cash transfers and child labor,78.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,access to imported intermediates and intra-firm wage inequality,65.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,the effect of early-childhood education on social preferences,67.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,an experimental study on the effects of democracy on tax compliance,63.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,dividend payouts and rollover crises,88.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,private sector credit and inflation volatility,78.0
do households gain from community-based natural resource management? an evaluation of community conservancies in namibia,creating entrepreneurial opportunities as a means to maintain entrepreneurial talent in corporations,58.0
