title1,title2,sourcename1,sourcename2,word_count1,word_count2,annotation_label,L1_distance,Cosine_Similarity,similarity_score,L1_distance_norm,Cosine_Similarity_norm,similarity_score_norm,Average_Score
insurance portfolio risk retention,optimal retaliation for optimal cooperation,scopus,jstor,4.0,5,0,25,0.8390067947817572,0.19962001,0.2125,0.8869463455118198,0.4796122,0.526352848988025
u.s. telecommunications today,comment,semantic_scholar,jstor,3.0,1,0,22,0.6828633596421119,0.36637512,0.175,0.7218811159640727,0.6821152,0.5263321043819248
the south-south opportunity,the demand for international reserves,semantic_scholar,jstor,3.0,5,0,36,0.5548758732513994,0.33359647,0.35,0.5865806225336059,0.6423096,0.5262967428696309
illustrative cases in contracts,the terrorist threat in africa,semantic_scholar,jstor,4.0,5,0,19,0.8067776900447439,0.28915167,0.1375,0.8528757195724347,0.58833706,0.5262375944539341
models for measuring monetary base,dynamic aspects of earning mobility,repec,jstor,5.0,5,0,17,0.834626447693543,0.28503957,0.1125,0.8823157121651906,0.58334345,0.5260530528066403
measuring well being inequality,industrial relations and government policy,semantic_scholar,jstor,4.0,5,0,23,0.8419386910539691,0.21682698,0.1875,0.8900457658028491,0.5005079,0.5260178856603267
make better business decisions,discussion,semantic_scholar,jstor,4.0,1,0,20,0.6784005252999682,0.38947943,0.15,0.717163282169391,0.7101724,0.5257785656496847
patching up the pact,political integration and political development,semantic_scholar,jstor,4.0,5,0,33,0.6945338353313171,0.24074075,0.3125,0.7342184245857718,0.5295481,0.5254221777211666
entrepreneurship does pay,experience rating in unemployment compensation,semantic_scholar,jstor,3.0,5,0,29,0.8173413784438508,0.17500323,0.2625,0.8640430007899256,0.44971824,0.5254204125710478
persistence in youth unemployment,income taxes and inflation,semantic_scholar,jstor,4.0,4,0,21,0.7588541521575282,0.3072083,0.1625,0.8022139048440811,0.61026454,0.5249928148542363
advertising and cost reduction,social networks and correct voting,semantic_scholar,jstor,4.0,5,0,12,0.9068497908749147,0.2710042,0.05,0.9586657854825663,0.56629926,0.5249883483817315
the good will,the measurement of vertical integration,semantic_scholar,jstor,3.0,5,0,32,0.6059678724350827,0.32705194,0.3,0.6405919395368826,0.6343621,0.5249846803639178
the university course timetabling problem,medicine and public health,scopus,jstor,5.0,4,0,25,0.7906659377718412,0.2375455,0.2125,0.8358433666914787,0.5256679,0.5246704241663246
resource projections for long-range planning,privatization in theory and practice,semantic_scholar,jstor,5.0,5,0,34,0.7338383833609228,0.19321194,0.325,0.7757687737053169,0.4718304,0.5241997238498771
the prospects for economic dualism,political knowledge after september 11,semantic_scholar,jstor,5.0,5,0,22,0.8036143754318458,0.25579274,0.175,0.8495316580546208,0.5478268,0.5241194948756797
free banking in hong kong,the vital revolution reconsidered,semantic_scholar,jstor,5.0,4,0,30,0.6096017562243123,0.34188163,0.275,0.6444334578260288,0.65237087,0.5239347759798005
strategic delegation in oligopolistic tournaments,interview with gwendolyn m. patton,scopus,jstor,5.0,5,0,29,0.8346276649443066,0.15544675,0.2625,0.8823169989677804,0.4259694,0.5235954636763379
the law of damages,why the imf needs reform,semantic_scholar,jstor,4.0,5,0,16,0.7323061664553777,0.37737948,0.1,0.774149008295362,0.69547856,0.5232091889452354
aggregate demand and supply,least-cost subsidization alternatives,semantic_scholar,jstor,4.0,3,0,30,0.5924026902679709,0.3548322,0.275,0.6262516638392924,0.66809773,0.5231164660968621
anticipated international environmental agreements,la sociedad de la información,repec,jstor,4.0,5,0,33,0.7362101738323102,0.19857834,0.3125,0.7782760846162662,0.47834724,0.5230411088315919
strong response by the scientists,why doctors don't advertise,semantic_scholar,jstor,5.0,4,0,22,0.7794580959515379,0.27319923,0.175,0.8239951261224874,0.56896484,0.5226533217013719
explaining metropolitan housing price differences,selections from the press,semantic_scholar,jstor,5.0,4,0,28,0.7982260251735002,0.19498363,0.25,0.8438354257955955,0.4739819,0.5226057709659075
valuing agricultural insurance,market volatility and investor behavior,scopus,jstor,3.0,5,0,29,0.6918633884230079,0.27717957,0.2625,0.7313953924709672,0.5737984,0.5225646035053371
schnittstellenprobleme in familienpolitik und familienrecht,racial policy and international relations,semantic_scholar,jstor,5.0,5,0,32,0.8338616011138824,0.12174845,0.3,0.8815071634348032,0.38504705,0.5221847372550367
economic impact analysis,the friedman-becker illusion,semantic_scholar,jstor,3.0,3,0,22,0.6793662204867574,0.35913366,0.175,0.718184155685706,0.6733213,0.522168487463727
banking and currency reform,comparative government and politics,semantic_scholar,jstor,4.0,4,0,24,0.7429041569336823,0.28309697,0.2,0.7853525515598077,0.58098435,0.5221123018596575
decision making in phantom spaces,getting russia right,scopus,jstor,5.0,3,0,27,0.6637465183030645,0.32090682,0.2375,0.7016719678751018,0.62689966,0.5220238758362461
international interest rates,after yeltsin comes... yeltsin,semantic_scholar,jstor,3.0,4,0,20,0.7913418772234277,0.2810421,0.15,0.8365579282779887,0.578489,0.5216823112812107
creative satisfaction versus monetary profit,the italian treaty,semantic_scholar,jstor,5.0,3,0,30,0.7937253933193772,0.1754229,0.275,0.8390776347975537,0.4502279,0.5214351737453078
the mississippi income tax decision,the internationalization of domestic affairs,semantic_scholar,jstor,5.0,5,0,27,0.7851433322503686,0.21349654,0.2375,0.8300052080312169,0.49646348,0.5213228952142529
the saving–growth–inequality triangle in china,government and inflation,semantic_scholar,jstor,5.0,3,0,30,0.8238239480835073,0.14826442,0.275,0.8708959744335,0.41724733,0.5210477665384871
books received,economic conditions and gubernatorial elections,scopus,jstor,2.0,5,0,37,0.6934510198564068,0.18950379,0.3625,0.7330737387091989,0.46732733,0.5209670217484591
the leontief paradox critically examined1,front matter,semantic_scholar,jstor,5.0,2,0,29,0.6504925025453934,0.30881673,0.2625,0.687660638154369,0.6122178,0.5207928073607622
bases nutritivas del fertirriego,current political movements in africa,semantic_scholar,jstor,4.0,5,0,19,0.8402916318031354,0.2460859,0.1375,0.8883045961335995,0.5360391,0.5206145700440042
evolutionary justifications for non-bayesian beliefs,the elusive quest for reform,scopus,jstor,5.0,5,0,34,0.7036578146908045,0.21050987,0.325,0.7438637340156288,0.49283653,0.5205667563308627
agrekon editorial committee,economics and the road programme,scopus,jstor,3.0,5,0,19,0.842625592471328,0.24329525,0.1375,0.890771915704903,0.53265023,0.5203073826733221
support system over the lifecycle,safe systems at sea,semantic_scholar,jstor,5.0,4,0,24,0.7175998421280522,0.2998554,0.2,0.7586023873392994,0.6013354,0.5199792645475684
die warenstruktur des deutschen außenhandels,the field of political science,repec,jstor,5.0,5,0,38,0.6520742313669905,0.21235807,0.375,0.689332744514689,0.49508095,0.5198045641302218
labor-market fluctuations and on-the-job search,inaccuracy in reporting by hillman,semantic_scholar,jstor,5.0,5,0,31,0.7428103942640494,0.2050679,0.2875,0.7852534314362359,0.48622796,0.5196604636102303
an alternative core inflation measure,foreign and comparative government,scopus,jstor,5.0,4,0,17,0.9024533546195342,0.20976123,0.1125,0.9540181436586409,0.49192742,0.5194818529303878
agglomeration economies in creative industries,the adaptive dynamics of turnout,scopus,jstor,5.0,5,0,28,0.8154695407967831,0.17193097,0.25,0.8620642092345008,0.44598737,0.5193505276083233
inter-dependencies among asian bond markets,green paper +iac+nrac ≠rural policy,scopus,jstor,5.0,5,0,36,0.6864025490801688,0.20179522,0.35,0.7256225292132648,0.4822537,0.5192920765693437
price cues in online auctions,splitting the libel,semantic_scholar,jstor,5.0,3,0,24,0.668549598736849,0.34083655,0.2,0.7067494888969102,0.6511018,0.5192837721727901
cost accounting models for pricing,the emerging agricultural research agenda,semantic_scholar,jstor,5.0,5,0,29,0.6649306255269111,0.29209846,0.2625,0.7029237331544975,0.59191555,0.5191130936674151
copsystem interest inventory--revised,sources of concentration-related profits,semantic_scholar,jstor,3.0,4,0,23,0.832993127835043,0.20751202,0.1875,0.8805890669359046,0.48919603,0.519095033073865
editor's note,economic control of groundwater reserves,scopus,jstor,2.0,5,0,29,0.8202248952077323,0.15655553,0.2625,0.8670912772423375,0.42731583,0.5189690361422415
the american real estate society,progress towards economic stability,scopus,jstor,5.0,4,0,21,0.7824663257839253,0.27112156,0.1625,0.8271752415552708,0.5664418,0.518705671974519
interval scalability of rank-dependent utility,second thoughts on keynesian economics,scopus,jstor,5.0,5,0,36,0.679236142793894,0.20654348,0.35,0.7180466455546375,0.48801985,0.518688833128325
interrogations sur le système dollar,the real goods illusion,semantic_scholar,jstor,5.0,4,0,15,0.8954527502153135,0.23445734,0.0875,0.9466175355451956,0.5219177,0.5186784121042375
letter to the readership,the market and liberal values,elsevier,jstor,4.0,5,0,19,0.8004760488371309,0.27578735,0.1375,0.846214012331705,0.5721078,0.5186072680774466
centre-state financial relations in india,trade policy options beyond apec,semantic_scholar,jstor,5.0,5,0,29,0.739349107482158,0.22591832,0.2625,0.7815943720805062,0.51154816,0.5185475111957197
introduction to international trade,post data model evaluation,semantic_scholar,jstor,4.0,4,0,21,0.7878197357113875,0.26545674,0.1625,0.8328345370469413,0.55956256,0.5182990336477068
introduction to the symposium issue,running of restrictive covenants,elsevier,jstor,5.0,4,0,27,0.7744625979866079,0.21518426,0.2375,0.8187141931293774,0.498513,0.5182424020846145
kompensoivat palkkaerot ja työturvallisuus,housing in south australia,semantic_scholar,jstor,4.0,4,0,26,0.7873511764136764,0.21399125,0.225,0.8323392049955858,0.49706423,0.5181344792739396
arctic sovereignty and soviet development,dillon's rule reconsidered,semantic_scholar,jstor,5.0,3,0,27,0.7694697050354535,0.21823385,0.2375,0.8134360139965017,0.50221634,0.5177174510359432
west asia-us-israel strategic consensus,some factors affecting business financing,semantic_scholar,jstor,4.0,5,0,26,0.8196223331786456,0.18402779,0.225,0.8664542857507708,0.46067742,0.5173772336277644
liquidation decisions under prospect theory,remoteness and rescuers,semantic_scholar,jstor,5.0,3,0,26,0.7472647177570733,0.2464291,0.225,0.7899622680850412,0.53645587,0.5171393792532413
european research in international business,the summer of 1987,semantic_scholar,jstor,5.0,4,0,39,0.5669467095138409,0.26907554,0.3875,0.5993411677125384,0.56395715,0.5169327741544542
rural nonfarm incomes in nicaragua,dissent in municipal employee organizations,semantic_scholar,jstor,5.0,5,0,25,0.8059779150822928,0.2050802,0.2125,0.8520302467054809,0.48624292,0.5169243889552582
evolution with endogenous mutations,dissident marxism in eastern europe,semantic_scholar,jstor,4.0,5,0,28,0.7502895194085833,0.22234991,0.25,0.7931599022250636,0.5072148,0.5167915622824187
the theology of politics,persuasive advertising and product differentiation,semantic_scholar,jstor,4.0,5,0,40,0.6139989257735422,0.2172747,0.4,0.6490818748430801,0.50105155,0.5167111399954025
european consumer law,new social forces in india,semantic_scholar,jstor,3.0,5,0,17,0.7095748751868992,0.37029296,0.1125,0.750118886197738,0.68687284,0.5164972420418038
economic liberalization and the bookseller,comparing predictive accuracy,semantic_scholar,jstor,5.0,3,0,33,0.6675346741519543,0.2419261,0.3125,0.7056765730908152,0.53098756,0.5163880446132897
kayitdisi sektör,bibliography of periodical literature,repec,jstor,2.0,4,0,31,0.6270544465288198,0.2972319,0.2875,0.6628833678639552,0.5981495,0.5161776154331572
simplification of imf lending,the illinois congressional redistricting case,repec,jstor,4.0,5,0,28,0.8085379263716217,0.16973507,0.25,0.8547365330808254,0.44332072,0.5160190848228962
economic indicators for risk analysis,regressive values and public administration,semantic_scholar,jstor,5.0,5,0,22,0.8417256229267932,0.20248196,0.175,0.8898205232923962,0.48308766,0.5159693940581791
inequality and envy,unemployment spells and unemployment experience,semantic_scholar,jstor,3.0,5,0,36,0.7166558331310787,0.16719976,0.35,0.7576044391281486,0.4402419,0.5159487807315946
international commodity markets handbook 1993,technological activities of less-developed-country-based multinationals,semantic_scholar,jstor,5.0,5,0,44,0.7972745597639017,0.014371196,0.45,0.8428295951239335,0.254651,0.5158268683868007
malthusian trap and endogenous population,life earnings and rural‐urban migration,semantic_scholar,jstor,5.0,5,0,22,0.8106293228005643,0.2291296,0.175,0.8569474286673738,0.51544785,0.5157984278877005
public policy toward general aviation,schooling inequality and language barriers,semantic_scholar,jstor,5.0,5,0,19,0.8884732212894508,0.1916132,0.1375,0.9392392071303487,0.46988893,0.515542710894239
the quality of corporate governance,the general will before rousseau,semantic_scholar,jstor,5.0,5,0,21,0.8235411871525478,0.22703204,0.1625,0.870597056980235,0.51290065,0.5153325691604954
provision of longevity insurance annuities,understanding justice,scopus,jstor,5.0,2,0,27,0.7897471897389845,0.19424824,0.2375,0.8348721228168681,0.4730889,0.5151536710436567
marketization and china's energy security,american government and politics,semantic_scholar,jstor,5.0,4,0,19,0.9134018567695222,0.16790621,0.1375,0.9655922262896237,0.44109982,0.5147306829369445
determinants of parental leave policies,summary of proceedings,scopus,jstor,5.0,3,0,25,0.751625689070423,0.24649474,0.2125,0.7945724185549948,0.5365356,0.5145360130814624
fiduciary oversight in transition management,the reagan coalition,semantic_scholar,jstor,5.0,3,0,26,0.8874366792335795,0.11765516,0.225,0.9381434386644169,0.38007626,0.5144065660130118
an invitation to market design,integration and game theory,repec,jstor,5.0,4,0,13,0.9123281522252054,0.22955546,0.0625,0.9644571719281284,0.515965,0.5143073856073092
ricardian equivalence with wage-rate uncertainty,prospects for voluntary support,semantic_scholar,jstor,5.0,4,0,41,0.518833293700236,0.28385317,0.4125,0.5484786257267279,0.5819027,0.5142937695026492
het nieuwste werk over australie,the german currency reform,semantic_scholar,jstor,5.0,4,0,26,0.7563225565351133,0.23138045,0.225,0.7995376577629133,0.51818126,0.5142396407211318
essays on human capital,the causes,semantic_scholar,jstor,4.0,2,0,15,0.725423370905152,0.37142336,0.0875,0.7668729404516377,0.6882456,0.514206178317711
zur vereinheitlichung des rentenrechts,french socialism and europe,repec,jstor,4.0,4,0,25,0.7950317425726555,0.20762059,0.2125,0.8404586268268956,0.48932788,0.514095501528943
overview of credibility theory,if nato had to fight,semantic_scholar,jstor,4.0,5,0,26,0.6046914166760674,0.36267233,0.225,0.6392425490698358,0.67761856,0.5139537040816791
3. global climate,the relevance of traditional strategy,semantic_scholar,jstor,3.0,5,0,30,0.6819504092736763,0.25423503,0.275,0.7209160010234622,0.5459352,0.5139504048630962
globalization and inequalities,the italians in europe,semantic_scholar,jstor,3.0,4,0,18,0.8466764917335869,0.23405007,0.125,0.8950542770862929,0.5214231,0.5138257928371547
