,title
352,"The Influence of Wives' Support on the Recovery Process of their Spouses following Myocardial Infarction / השפעת תמיכת האישה על תהליך הסתגלותו של בן זוגה, לאחר אוטם שריר הלב"
353,Der Nicht-Stichprobenfehler und seine Zerlegung in die beiden Komponenten „glatter Wert“ - wahrer Wert plus systematischer Fehler - und „Zufallsfehler“: Schätzung mit Hilfe der Variate Difference-Methode und Analyse der horizontalen Aggregation individueller Zufallsfehler / The Non-Sampling Error and its Decomposition into the Two Components “Permanent Value” - True Value plus Systematic Error - and “Random Error”: Estimation by Means of the Variate Difference Method and Analysis of the Horizontal Aggregation of Individual Random Errors
354,Using Randomization to Break the Curse of Dimensionality
355,Aus dem Randomisierungstest von Fisher abgeleitete Konfidenzintervalle für das Symmetriezentrum einer Verteilung / The Derivation of Confidence Intervals for the Center of Symmetry of a Distribution Using Fisher's Randomization Test
356,Occupational Pensions and Job Mobility in Britain: Estimation of a Random-Effects Competing Risks Model
357,Valuing New Random Genetically Modified (GM) Traits in Corn
358,A Rational Route to Randomness
359,"Effectiveness of a worksite lifestyle intervention on vitality, work engagement, productivity, and sick leave: results of a randomized controlled trial"
360,NONPARAMETRIC ESTIMATION IN RANDOM COEFFICIENTS BINARY CHOICE MODELS
361,Die westdeutsche Konjunktur: Nur ein „Random Walk“? / Fluctuations of Economic Activity in West Germany: Merely a Random Walk?
362,"Student Evaluation of Teaching, Formulation of Grade Expectations, and Instructor Choice: Explorations with Random-Effects Ordered Probability Models"
363,An Application and Test for a Random Coefficient Model in Bangladesh Agriculture
364,On the Use of Mixed RP/SP Models in Prediction: Accounting for Systematic and Random Taste Heterogeneity
365,The EU in the Arctic: In pursuit of legitimacy and influence
366,Exact Nonparametric Orthogonality and Random Walk Tests
367,Existing Conflicts in the Arctic and the Risk of Escalation: Rhetoric and Reality
368,Maximum likelihood estimates for the Hildreth—Houck random coefficients model
369,The Soviet Union and the Antarctic Regime
370,Greenland at the crossroads: What strategy for the Arctic?
371,Increasing Teacher Use of Career-Relevant Instruction: A Randomized Control Trial of CareerStart
372,Zufall und Quasi-Monte Carlo Ansätze: Einige Anmerkungen zu Grundlagen und Anwendungen in Statistik und Ökonometrie / Randomness and Quasi-Monte Carlo Approaches: Some Remarks on Fundamentals and Applications in Statistics and Econometrics
373,ORACLE EFFICIENT VARIABLE SELECTION IN RANDOM AND FIXED EFFECTS PANEL DATA MODELS
374,The Sensitivity Analysis of Applied General Equilibrium Models: Completely Randomized Factorial Sampling Designs
375,A Shortened versus Standard Matched Postpartum Magnesium Sulphate Regimen in the Treatment of Eclampsia: A Randomised Controlled Trial
376,"Mortality From Coronary Heart Disease and Acute Myocardial Infarction — United States, 1998"
377,Occupational physical activity and 20-year incidence of acute myocardial infarction: results from the Kuopio Ischemic Heart Disease Risk Factor Study
378,The Impact of Voucher Coupons on the Uptake of Fertilizer and Improved Seeds: Evidence from a Randomized Trial in Mozambique
379,An allocation rule for dynamic random network formation processes
380,Causal Inference without Ignorability: Identification with Nonrandom Assignment and Missing Treatment Data
381,Randomizing... What? A Field Experiment of Child Access Voting Laws
382,Activating the Forces of Public Service Motivation: Evidence from a Low-Intensity Randomized Survey Experiment
383,Randomization and dynamic consistency
384,"Cycle, trend et marché aléatoire / Business Cycle, Trend and Random Walk"
385,The Arctic in International Affairs: Time for a New Regime?
386,Performance-Related Pay and the Crowding Out of Motivation in the Public Sector: A Randomized Field Experiment
387,Evaluation of occupational health interventions using a randomized controlled trial: challenges and alternative research designs
388,ITALIE : APRÈS L'INFARCTUS DÉMOCRATE-CHRÉTIEN
389,"The Effect of Cash, Vouchers, and Food Transfers on Intimate Partner Violence: Evidence from a Randomized Experiment in Northern Ecuador"
390,Does aerobic exercise improve or impair cardiorespiratory fitness and health among cleaners? A cluster randomized controlled trial
391,"Obesity, Weight Loss, and Employment Prospects: Evidence from a Randomized Trial"
392,"MICROFINANCE AND CONSUMPTION INEQUALITY: EVIDENCE FROM A RANDOMIZED CONTROLLED TRIAL IN ANDHRA PRADESH, INDIA"
393,Patient-reported outcomes in randomized clinical trials: development of ISOQOL reporting standards
394,Comparing Random Forest with Logistic Regression for Predicting Class-Imbalanced Civil War Onset Data
395,FY-16 bill asks for Arctic strategy
396,An Empirical Justification for the Use of Draft Lottery Numbers as a Random Treatment in Political Science Research
397,Randomizing... What? A Field Experiment of Child Access Voting Laws: Comment
398,ON THIN ICE: WATER RIGHTS AND RESOURCE DISPUTES IN THE ARCTIC OCEAN
399,Encouraging Development: Randomized Encouragement Designs in Agriculture
400,The Arctic Council: A Testing Ground for New International Environmental Governance
401,OWNING ANTARCTICA: Cooperation and Jurisdiction at the South Pole
402,Are Voters More Likely to Contribute to Other Public Goods? Evidence from a Large-Scale Randomized Policy Experiment
403,RANDOM CHOICE AS BEHAVIORAL OPTIMIZATION
404,Cost-effectiveness of nurse-based case management versus usual care for elderly patients with myocardial infarction: results from the KORINNA study
405,Effectiveness of psychoeducational support on quality of life in early-stage breast cancer patients: a systematic review and meta-analysis of randomized controlled trials
406,Did HEDIS Get it Right? Evaluating the Quality of a Quality Measure: Adherence to β-Blockers and Cardiovascular Outcomes After Myocardial Infarction
407,The Snow Dragon: China's Strategies in the Arctic
408,Cryo-politics: Environmental Security and the Future of Arctic Navigation
409,"Mobilization, cost of voting and turnout: a natural randomized experiment with double elections"
410,"ENERGY CONSERVATION ""NUDGES"" AND ENVIRONMENTALIST IDEOLOGY: EVIDENCE FROM A RANDOMIZED RESIDENTIAL ELECTRICITY FIELD EXPERIMENT"
411,Dialogue and interethnic trust: A randomized field trial of 'sustained dialogue' in Ethiopia
412,Do Your Online Friends Make You Pay? A Randomized Field Experiment on Peer Influence in Online Social Networks
413,"Canada, the Arctic, and NORAD: Status quo or new ball game?"
414,Comparison of face-to-face interview and telephone interview administration of COPD assessment test: a randomized study
415,Setting the Agenda on the Arctic: Whose Policy Frames the Region?
416,Patient-reported Functional Health and Well-Being Outcomes With Drug Therapy: A Systematic Review of Randomized Trials Using the SF-36 Health Survey
417,Emerging UK Arctic policy
418,Geopolitics of Arctic Sea-Ice Minima
419,DO GROUP DYNAMICS INFLUENCE SOCIAL CAPITAL GAINS AMONG MICROFINANCE CLIENTS? EVIDENCE FROM A RANDOMIZED EXPERIMENT IN URBAN INDIA
420,Score equivalence of electronic and paper versions of the Social Difficulties Inventory (SDI-21): a randomised crossover trial in cancer patients
421,Le Dragon des Neiges : les stratégies de la Chine en Arctique
422,A Case of Personality Disorder: The Random Murderer
423,Britain and the British Antarctic Territory in the wider geopolitics of the Antarctic and the Southern Ocean
424,What Are the Key Ingredients for Effective Public Involvement in Health Care Improvement and Policy Decisions? A Randomized Trial Process Evaluation
425,Interactive Learning Online at Public Universities: Evidence from a Six-Campus Randomized Trial
426,"Corrigendum: For whom, from what? Canada's Arctic policy and the narrowing of human security"
427,One Laptop per Child at Home: Short-Term Impacts from a Randomized Experiment in Peru
428,"[Correction]: Cycle, trend et marché aléatoire / Business Cycle, Trend and Random Walk"
429,The Hidden Cost of Accommodating Crowdfunder Privacy Preferences: A Randomized Field Experiment
430,Coûts hospitaliers et tarification par pathologie: le cas de l'infarctus du myocarde aigu / Prospective payment system and costs of hospital stays
431,ANTHROPOLOGY OF AN IDEA: ARCTIC SOVEREIGNTY
432,"The impact of concurrent granulocyte–macrophage colony-stimulating factor on quality of life in head and neck cancer patients: results of the randomized, placebo-controlled Radiation Therapy Oncology Group 9901 trial"
433,Prevalent But Moderate Variation Across Small Geographic Regions in Patient Nonadherence to Evidence-based Preventive Therapies in Older Adults After Acute Myocardial Infarction
434,Arctic Politics in an Era of Global Change
435,Log in and breathe out: internet-based recovery training for sleepless employees with work-related strain – results of a randomized controlled trial
436,"Hospital Teaching Intensity and Mortality for Acute Myocardial Infarction, Heart Failure, and Pneumonia"
437,The effect of Tai Chi on health-related quality of life in people with elevated blood glucose or diabetes: a randomized controlled trial
438,Geographic Variation in Statin Use for Complex Acute Myocardial Infarction Patients: Evidence of Effective Care?
439,Buy-It-Now or Take-a-Chance: Price Discrimination Through Randomized Auctions
440,"The Relationships Among Physician and Hospital Volume, Processes, and Outcomes of Care for Acute Myocardial Infarction"
441,Géopolitiques arctiques : pétrole et routes maritimes au cœur des rivalités régionales?
442,"Effect of aerobic exercise on quality of life in population with diabetic peripheral neuropathy in type 2 diabetes: a single blind, randomized controlled trial"
443,Effect of workplace- versus home-based physical exercise on musculoskeletal pain among healthcare workers: a cluster randomized controlled trial
444,Randomized Information about the Law as an Instrument: Comment
445,Some Aspects of the Random walk Model of Stock Market Prices: Comment
446,Investment with Uncertain Tax Policy: Does Random Tax Policy Discourage Investment?
447,Mining or World Park? A Politico-Economic Analysis of Alternative Land Use Regimes in Antarctica
448,The Foreign Exchange Market: A Random Walk with a Dragging Anchor
449,"'Hard analysis' required before 2014 budget: Titley: Ice-Hardened Ships, Deep-water Port Costly Investments For Arctic"
450,"Future impact in Arctic, CNO says: Roughead Goes To Bat For Ratification Of The Law Of The Sea Treaty"
451,A Static Bernoulli Random-Graph Model for the Analysis of Covert Networks
452,Inference in Random Coefficient Panel Data Models: A Correction and Clarification of the Literature
453,Russia's Arctic energy policy
454,Random Walk and Life Philosophy
455,Probability of Survival in a Random Exchange Economy with Dependent Agents
456,Using Place-Based Random Assignment and Comparative Interrupted Time-Series Analysis to Evaluate the Jobs-Plus Employment Program for Public Housing Residents
